46.889;11.981;7.0
46.889;11.994;16.0
46.889;12.007;27.0
46.889;12.021;36.0
46.890;12.034;44.0
46.890;12.047;50.0
46.890;12.060;58.0
46.890;12.073;63.0
46.890;12.086;68.0
46.890;12.099;69.0
46.891;12.112;70.0
46.891;12.126;70.0
46.891;12.139;64.0
46.891;12.152;55.0
46.891;12.165;49.0
46.891;12.178;41.0
46.891;12.191;37.0
46.891;12.204;34.0
46.892;12.217;31.0
46.892;12.231;31.0
46.892;12.244;28.0
46.892;12.257;22.0
46.892;12.270;22.0
46.892;12.283;22.0
46.892;12.296;18.0
46.892;12.309;23.0
46.893;12.323;26.0
46.893;12.336;22.0
46.893;12.349;20.0
46.893;12.362;24.0
46.893;12.375;25.0
46.893;12.388;22.0
46.893;12.401;20.0
46.893;12.414;21.0
46.893;12.428;18.0
46.894;12.441;19.0
46.894;12.454;16.0
46.894;12.467;17.0
46.894;12.480;15.0
46.894;12.493;9.0
46.894;12.506;7.0
46.894;12.519;8.0
46.894;12.533;8.0
46.894;12.546;6.0
46.894;12.559;7.0
46.895;12.572;14.0
46.895;12.585;11.0
46.895;12.598;10.0
46.895;12.611;10.0
46.895;12.624;18.0
46.895;12.638;23.0
46.895;12.651;16.0
46.895;12.664;15.0
46.895;12.677;11.0
46.895;12.690;12.0
46.895;12.703;11.0
46.895;12.716;13.0
46.895;12.729;13.0
46.896;12.743;15.0
46.896;12.756;15.0
46.896;12.769;14.0
46.896;12.782;12.0
46.896;12.795;9.0
46.896;12.808;8.0
46.896;12.821;9.0
46.896;12.834;10.0
46.896;12.848;10.0
46.896;12.861;12.0
46.896;12.874;14.0
46.896;12.887;13.0
46.896;12.900;12.0
46.896;12.913;9.0
46.896;12.926;9.0
46.896;12.939;11.0
46.896;12.953;8.0
46.896;12.966;4.0
46.897;12.979;1.0
46.897;12.992;1.0
46.897;13.005;2.0
46.897;13.018;0.0
46.897;13.031;0.0
46.897;13.045;0.0
46.897;13.058;0.0
46.897;13.071;0.0
46.897;13.084;0.0
46.897;13.097;0.0
46.897;13.110;0.0
46.897;13.123;0.0
46.897;13.136;0.0
46.897;13.150;0.0
46.897;13.163;0.0
46.897;13.176;0.0
46.897;13.189;0.0
46.897;13.202;0.0
46.897;13.215;0.0
46.897;13.228;0.0
46.897;13.241;0.0
46.897;13.255;0.0
46.897;13.268;0.0
46.897;13.281;0.0
46.897;13.294;0.0
46.897;13.307;0.0
46.897;13.320;0.0
46.897;13.333;0.0
46.897;13.346;0.0
46.897;13.360;0.0
46.897;13.373;0.0
46.897;13.386;0.0
46.897;13.399;0.0
46.897;13.412;0.0
46.897;13.425;0.0
46.897;13.438;0.0
46.897;13.451;0.0
46.897;13.465;0.0
46.897;13.478;0.0
46.897;13.491;0.0
46.897;13.504;0.0
46.897;13.517;0.0
46.897;13.530;0.0
46.897;13.543;0.0
46.897;13.557;0.0
46.897;13.570;0.0
46.897;13.583;0.0
46.897;13.596;0.0
46.897;13.609;0.0
46.897;13.622;0.0
46.897;13.635;0.0
46.897;13.648;0.0
46.897;13.662;0.0
46.897;13.675;0.0
46.897;13.688;0.0
46.896;13.701;0.0
46.896;13.714;0.0
46.896;13.727;0.0
46.896;13.740;0.0
46.896;13.753;0.0
46.896;13.767;0.0
46.896;13.780;0.0
46.896;13.793;0.0
46.896;13.806;0.0
46.896;13.819;0.0
46.896;13.832;0.0
46.896;13.845;0.0
46.896;13.858;0.0
46.896;13.872;0.0
46.896;13.885;0.0
46.896;13.898;0.0
46.896;13.911;0.0
46.896;13.924;0.0
46.895;13.937;0.0
46.895;13.950;0.0
46.895;13.963;0.0
46.895;13.977;0.0
46.895;13.990;0.0
46.895;14.003;0.0
46.895;14.016;0.0
46.898;11.981;7.0
46.898;11.994;16.0
46.898;12.007;23.0
46.898;12.020;31.0
46.899;12.034;39.0
46.899;12.047;46.0
46.899;12.060;48.0
46.899;12.073;54.0
46.899;12.086;61.0
46.899;12.099;66.0
46.900;12.112;66.0
46.900;12.125;70.0
46.900;12.139;68.0
46.900;12.152;57.0
46.900;12.165;55.0
46.900;12.178;50.0
46.900;12.191;46.0
46.900;12.204;40.0
46.901;12.217;30.0
46.901;12.230;26.0
46.901;12.244;27.0
46.901;12.257;25.0
46.901;12.270;21.0
46.901;12.283;19.0
46.901;12.296;18.0
46.901;12.309;22.0
46.902;12.322;24.0
46.902;12.335;25.0
46.902;12.349;20.0
46.902;12.362;21.0
46.902;12.375;22.0
46.902;12.388;21.0
46.902;12.401;21.0
46.902;12.414;23.0
46.902;12.427;20.0
46.903;12.440;22.0
46.903;12.454;19.0
46.903;12.467;18.0
46.903;12.480;11.0
46.903;12.493;14.0
46.903;12.506;11.0
46.903;12.519;8.0
46.903;12.532;12.0
46.903;12.546;12.0
46.903;12.559;16.0
46.904;12.572;16.0
46.904;12.585;15.0
46.904;12.598;16.0
46.904;12.611;12.0
46.904;12.624;8.0
46.904;12.637;9.0
46.904;12.651;13.0
46.904;12.664;16.0
46.904;12.677;15.0
46.904;12.690;16.0
46.904;12.703;14.0
46.904;12.716;15.0
46.904;12.729;14.0
46.905;12.742;15.0
46.905;12.756;14.0
46.905;12.769;12.0
46.905;12.782;11.0
46.905;12.795;8.0
46.905;12.808;11.0
46.905;12.821;12.0
46.905;12.834;10.0
46.905;12.848;11.0
46.905;12.861;13.0
46.905;12.874;15.0
46.905;12.887;15.0
46.905;12.900;13.0
46.905;12.913;9.0
46.905;12.926;9.0
46.905;12.939;11.0
46.905;12.953;8.0
46.905;12.966;3.0
46.906;12.979;3.0
46.906;12.992;1.0
46.906;13.005;2.0
46.906;13.018;1.0
46.906;13.031;1.0
46.906;13.044;0.0
46.906;13.058;0.0
46.906;13.071;0.0
46.906;13.084;0.0
46.906;13.097;0.0
46.906;13.110;0.0
46.906;13.123;0.0
46.906;13.136;0.0
46.906;13.150;0.0
46.906;13.163;0.0
46.906;13.176;0.0
46.906;13.189;0.0
46.906;13.202;0.0
46.906;13.215;0.0
46.906;13.228;0.0
46.906;13.241;0.0
46.906;13.255;0.0
46.906;13.268;0.0
46.906;13.281;0.0
46.906;13.294;0.0
46.906;13.307;0.0
46.906;13.320;0.0
46.906;13.333;0.0
46.906;13.346;0.0
46.906;13.360;0.0
46.906;13.373;0.0
46.906;13.386;0.0
46.906;13.399;0.0
46.906;13.412;0.0
46.906;13.425;0.0
46.906;13.438;0.0
46.906;13.452;0.0
46.906;13.465;0.0
46.906;13.478;0.0
46.906;13.491;0.0
46.906;13.504;0.0
46.906;13.517;0.0
46.906;13.530;0.0
46.906;13.543;0.0
46.906;13.557;0.0
46.906;13.570;0.0
46.906;13.583;0.0
46.906;13.596;0.0
46.906;13.609;0.0
46.906;13.622;0.0
46.906;13.635;0.0
46.906;13.648;0.0
46.906;13.662;0.0
46.906;13.675;0.0
46.906;13.688;0.0
46.905;13.701;0.0
46.905;13.714;0.0
46.905;13.727;0.0
46.905;13.740;0.0
46.905;13.754;0.0
46.905;13.767;0.0
46.905;13.780;0.0
46.905;13.793;0.0
46.905;13.806;0.0
46.905;13.819;0.0
46.905;13.832;0.0
46.905;13.845;0.0
46.905;13.859;0.0
46.905;13.872;0.0
46.905;13.885;0.0
46.905;13.898;0.0
46.905;13.911;0.0
46.905;13.924;0.0
46.904;13.937;0.0
46.904;13.950;0.0
46.904;13.964;0.0
46.904;13.977;0.0
46.904;13.990;0.0
46.904;14.003;0.0
46.904;14.016;0.0
46.907;11.981;6.0
46.907;11.994;13.0
46.907;12.007;18.0
46.907;12.020;26.0
46.908;12.033;35.0
46.908;12.046;37.0
46.908;12.060;37.0
46.908;12.073;46.0
46.908;12.086;51.0
46.908;12.099;54.0
46.909;12.112;56.0
46.909;12.125;59.0
46.909;12.138;61.0
46.909;12.151;59.0
46.909;12.165;56.0
46.909;12.178;54.0
46.909;12.191;49.0
46.909;12.204;44.0
46.910;12.217;37.0
46.910;12.230;29.0
46.910;12.243;24.0
46.910;12.257;22.0
46.910;12.270;22.0
46.910;12.283;18.0
46.910;12.296;18.0
46.910;12.309;17.0
46.911;12.322;19.0
46.911;12.335;20.0
