46.889;11.981;3.0
46.889;11.994;7.0
46.889;12.007;11.0
46.889;12.021;15.0
46.890;12.034;17.0
46.890;12.047;18.0
46.890;12.060;19.0
46.890;12.073;18.0
46.890;12.086;16.0
46.890;12.099;12.0
46.891;12.112;14.0
46.891;12.126;11.0
46.891;12.139;14.0
46.891;12.152;14.0
46.891;12.165;14.0
46.891;12.178;13.0
46.891;12.191;14.0
46.891;12.204;21.0
46.892;12.217;17.0
46.892;12.231;20.0
46.892;12.244;20.0
46.892;12.257;16.0
46.892;12.270;15.0
46.892;12.283;14.0
46.892;12.296;8.0
46.892;12.309;6.0
46.893;12.323;4.0
46.893;12.336;4.0
46.893;12.349;1.0
46.893;12.362;4.0
46.893;12.375;4.0
46.893;12.388;5.0
46.893;12.401;9.0
46.893;12.414;13.0
46.893;12.428;14.0
46.894;12.441;18.0
46.894;12.454;19.0
46.894;12.467;24.0
46.894;12.480;20.0
46.894;12.493;18.0
46.894;12.506;16.0
46.894;12.519;21.0
46.894;12.533;26.0
46.894;12.546;22.0
46.894;12.559;24.0
46.895;12.572;32.0
46.895;12.585;26.0
46.895;12.598;15.0
46.895;12.611;14.0
46.895;12.624;12.0
46.895;12.638;7.0
46.895;12.651;6.0
46.895;12.664;10.0
46.895;12.677;11.0
46.895;12.690;12.0
46.895;12.703;10.0
46.895;12.716;12.0
46.895;12.729;11.0
46.896;12.743;13.0
46.896;12.756;13.0
46.896;12.769;13.0
46.896;12.782;12.0
46.896;12.795;10.0
46.896;12.808;8.0
46.896;12.821;17.0
46.896;12.834;17.0
46.896;12.848;18.0
46.896;12.861;17.0
46.896;12.874;15.0
46.896;12.887;12.0
46.896;12.900;5.0
46.896;12.913;4.0
46.896;12.926;4.0
46.896;12.939;3.0
46.896;12.953;2.0
46.896;12.966;2.0
46.897;12.979;1.0
46.897;12.992;1.0
46.897;13.005;1.0
46.897;13.018;0.0
46.897;13.031;0.0
46.897;13.045;0.0
46.897;13.058;0.0
46.897;13.071;0.0
46.897;13.084;0.0
46.897;13.097;0.0
46.897;13.110;0.0
46.897;13.123;0.0
46.897;13.136;0.0
46.897;13.150;0.0
46.897;13.163;0.0
46.897;13.176;0.0
46.897;13.189;0.0
46.897;13.202;0.0
46.897;13.215;0.0
46.897;13.228;0.0
46.897;13.241;0.0
46.897;13.255;0.0
46.897;13.268;0.0
